0.5,-0.732825,-0.461485,0,0.866025,0.423096,0.266438,0,0,-0.532877,0.846193,0,0.5,0,0,1|0.223228,-0.803995,0.551146,0,0.866025,0.423096,0.266438,0,-0.447403,0.41783,0.790727,0,0.75,-0.366412,-0.230742,1|0.984808,0.151635,-0.0846191,0,-0.173648,0.859967,-0.479898,0,0,0.487302,0.873234,0,0.25,-0.5,0,1|0.995069,-0.021952,-0.0967273,0,0.0279662,0.99773,0.0612662,0,0.0951628,-0.0636692,0.993423,0,0.336824,-0.929984,0.239949,1|
0.5,-0.732825,-0.461485,0,0.866025,0.423096,0.266438,0,0,-0.532877,0.846193,0,0.5,0,0,1|0.223228,-0.803995,0.551146,0,0.866025,0.423096,0.266438,0,-0.447403,0.41783,0.790727,0,0.75,-0.366412,-0.230742,1|0.984808,0.151635,-0.0846191,0,-0.173648,0.859967,-0.479898,0,0,0.487302,0.873234,0,0.25,-0.5,0,1|0.995069,-0.021952,-0.0967273,0,0.0279662,0.99773,0.0612662,0,0.0951628,-0.0636692,0.993423,0,0.336824,-0.929984,0.239949,1|
0.5,-0.795967,-0.341229,0,0.866025,0.459551,0.197009,0,0,-0.394017,0.919103,0,0.5,0,0,1|0.273931,-0.765702,0.581947,0,0.866025,0.459551,0.197009,0,-0.418285,0.450014,0.789003,0,0.75,-0.397983,-0.170614,1|0.984808,0.161834,-0.0629555,0,-0.173648,0.917807,-0.357039,0,0,0.362546,0.931966,0,0.25,-0.5,0,1|0.995939,-0.0100901,-0.0894626,0,0.0230307,0.98919,0.144821,0,0.0870342,-0.146294,0.985405,0,0.336824,-0.958904,0.178519,1|
0.5,-0.857673,-0.11999,0,0.866025,0.495177,0.0692765,0,-9.31323e-10,-0.138553,0.990355,0,0.5,0,0,1|0.34943,-0.698495,0.624503,0,0.866025,0.495177,0.0692765,0,-0.357629,0.516628,0.777944,0,0.75,-0.428836,-0.0599952,1|0.984808,0.17029,-0.0339879,0,-0.173648,0.96576,-0.192755,0,0,0.195728,0.980658,0,0.25,-0.5,0,1|0.998203,-0.00156303,-0.0599066,0,0.0101926,0.989522,0.144019,0,0.0590538,-0.14437,0.98776,0,0.336824,-0.98288,0.0963775,1|
0.5,-0.82811,0.253445,0,0.866025,0.478109,-0.146326,0,0,0.292653,0.956219,0,0.5,0,0,1|0.468124,-0.672497,0.573242,0,0.866025,0.478109,-0.146326,0,-0.175669,0.564942,0.806214,0,0.75,-0.414055,0.126722,1|0.984808,0.166397,0.0496551,0,-0.173648,0.943686,0.281608,0,0,-0.285952,0.958244,0,0.25,-0.5,0,1|0.998671,0.0218016,-0.0467004,0,0.00753717,0.834601,0.550803,0,0.0509846,-0.550423,0.833327,0,0.336824,-0.971843,-0.140804,1|


0|0|0|0|0|0.32|0.4|
0.983283,0,0.182165,0,0,1,0,0,-0.182165,0,0.983283,0,20.4935,0,-0.685114,1|
-0.118484,0,0.992985,0,0,1,0,0,-0.992985,0,-0.118484,0,22.5063,0,-0.0455952,1|
0.982119,0,0.188429,0,0,1,0,0,-0.188429,0,0.982119,0,21.0921,0,-0.316933,1|
0.982119,0,0.188429,0,0,1,0,0,-0.188429,0,0.982119,0,20.0707,0,-0.5129,1|
0.982119,0,0.188429,0,0,1,0,0,-0.188429,0,0.982119,0,19.069,0,-0.705097,1|
0.982119,0,0.188429,0,0,1,0,0,-0.188429,0,0.982119,0,17.5173,0,-1.00281,1|
0.982119,0,0.188429,0,0,1,0,0,-0.188429,0,0.982119,0,15.8673,0,-1.31937,1|
0.982119,0,0.188429,0,0,1,0,0,-0.188429,0,0.982119,0,14.0013,0,-1.67739,1|
0.982119,0,0.188429,0,0,1,0,0,-0.188429,0,0.982119,0,11.6048,0,-2.13716,1|
0.945929,0,-0.324473,0,0,1,0,0,0.324473,0,0.945929,0,9.4649,0,-2.15761,1|
0.945929,0,-0.324473,0,0,1,0,0,0.324473,0,0.945929,0,6.36222,0,-1.09333,1|
0.945929,0,-0.324473,0,0,1,0,0,0.324473,0,0.945929,0,4.69739,0,-0.522261,1|
0.92511,0,0.379792,0,0,1,0,0,-0.379792,0,0.92511,0,1.17855,0,0.684778,1|
0.92511,0,0.379792,0,0,1,0,0,-0.379792,0,0.92511,0,-0.76418,0,-0.112785,1|
0.92511,0,0.379792,0,0,1,0,0,-0.379792,0,0.92511,0,-3.3915,0,-1.19139,1|


0|0|0|0|0|-1.54|-1.58|
-0.112153,0,0.993698,0,0,1,0,0,-0.993698,0,-0.112153,0,22.7008,0,-0.336006,1|
